date;number
2046-02-18;-960872
2057-11-10;-921648
2010-05-02;857989
1980-01-09;284803
1984-03-05;-336228
1928-09-05;412678
1914-07-12;597319
2043-12-27;-567338
2052-02-27;-535689
2011-01-04;789157
1970-06-03;909520
1930-09-07;854760
2040-01-19;-277494
1934-03-11;731529
2028-07-14;-327775
2061-11-02;353065
1925-08-16;-591889
1971-09-18;-700976
1934-08-20;-398891
1907-05-12;184417
2036-06-09;817545
1924-01-11;627128
1938-07-14;446956
2023-02-24;-695359
1931-06-01;717596
2010-05-01;-582903
1963-10-02;-863066
1945-01-27;-162272
1971-09-09;-656353
2030-03-23;672888
1937-02-07;-244905
1932-02-23;961524
2063-07-11;-286052
2030-03-24;377254
2011-07-17;-352309
2008-11-06;249475
1979-02-25;-658444
1948-02-22;-656066
1996-01-30;469826
1994-12-01;-29222
2030-11-13;727498
2017-09-27;959702
2017-06-22;457901
1955-03-31;57916
2044-08-15;-684328
2027-09-18;812658
1985-06-13;508662
1958-10-17;-477256
2041-06-05;501238
1921-04-18;-562418
1981-10-14;-490049
1934-04-10;-112091
2038-03-27;-662933
1933-10-26;-738652
2056-07-09;460935
2026-06-04;896315
1933-06-10;987511
2007-01-08;-940290
1913-12-26;-379610
2051-04-10;-859592
2032-05-29;-201710
1903-07-19;35924
1982-06-15;441709
2038-02-28;-839934
2002-12-20;-251232
2050-09-21;-636559
2025-04-14;6585
1929-09-10;-568972
1975-02-11;810324
1982-09-03;-106902
2041-01-06;773824
1922-10-14;485995
1937-01-21;-11083
2022-11-04;873259
1978-10-31;183426
1981-08-07;159653
2069-05-01;-67924
2019-09-22;-648291
1980-12-07;245011
2020-02-19;636956
1951-05-07;-48859
1968-10-04;670486
2050-09-20;130001
2009-08-08;469209
1974-11-05;406339
2025-05-12;-63114
1975-01-10;21778
1988-10-10;658944
1999-05-21;922582
1984-08-05;-34466
2049-08-04;-526423
2037-08-21;118700
1964-01-17;-781571
2008-12-31;415498
2068-12-15;301709
1983-01-05;-810359
2068-03-21;-481555
1954-07-16;787378
2001-01-29;520767
2029-02-05;-793939
1919-12-06;619820
1910-10-26;239868
2033-06-20;344793
2060-07-16;576449
2025-08-17;-767585
1928-06-14;-350538
1947-03-22;145096
1988-03-06;-91282
1902-08-24;-846984
1942-11-26;-864107
2062-02-19;-969420
2049-09-30;164554
2014-08-22;-73889
1979-08-07;846768
2040-02-17;423100
2005-08-02;-762149
1908-12-17;317313
1914-08-31;319408
2060-11-14;926105
2029-05-21;490066
1931-03-05;851827
1951-09-07;296276
2048-04-14;-568771
2005-12-17;944879
2057-09-25;-743946
1907-11-05;795407
2069-05-04;179608
2026-09-09;641679
2021-11-19;-552278
1921-04-28;-783465
1913-06-16;169152
1998-09-01;-682742
1923-01-09;989412
2000-05-16;543210
2070-11-05;391039
1989-03-17;586188
1906-02-14;-945228
2046-09-02;-134478
1993-06-05;816186
1939-03-04;834205
1931-05-27;877315
1994-05-11;950666
1981-11-13;926903
1927-09-14;386519
1906-04-27;-598048
2004-01-17;-55597
1944-03-24;-94194
1911-05-06;-323995
2047-05-25;-312977
2043-09-20;-365567
1974-11-29;718058
2059-03-13;-782044
2031-06-27;753028
1943-08-31;-28398
1959-01-16;398641
1963-10-24;206302
1935-12-08;-850737
2013-10-02;757261
2014-11-13;-615781
2045-05-03;-258009
1958-02-26;-270828
2031-10-18;-326325
2057-07-03;-970714
2042-07-14;226792
1947-01-10;436471
2050-10-06;118907
2014-08-16;206242
1968-09-03;-615430
2059-08-18;-763598
2038-09-05;715191
1935-01-16;306957
1969-01-09;268891
1954-03-04;-788040
1951-02-02;410774
1970-06-02;-990817
2051-07-24;-598826
2049-07-29;355665
1911-12-15;-297485
2057-03-27;260497
2055-02-05;596898
1970-12-22;844254
2065-01-30;-755107
1950-02-06;-739911
1959-07-03;-164168
1950-07-14;-240599
1943-12-18;-487280
2061-05-15;-757612
1999-11-02;-515671
2051-05-22;176959
1978-07-08;682914
2006-11-24;532545
1918-05-08;-673915
1992-04-16;933307
2045-10-16;741601
1989-10-20;427883
1968-07-04;216165
1943-06-22;-375968
1931-03-27;524132
2060-05-30;461595
1969-01-15;159209
2065-08-14;-275054
2041-06-22;-446486
1997-06-27;-947817
2013-01-06;-41648
2030-02-12;324066
2006-09-21;-126621
1978-07-31;998018
1996-10-20;658118
1997-05-02;651894
2036-10-20;123769
1981-12-10;-255904
1963-07-25;-172677
1925-03-28;327640
1952-08-04;-256942
2033-06-01;810449
1921-07-09;603339
1999-06-25;-413075
2062-04-02;871313
1943-09-20;629279
1904-10-02;-838337
1947-11-07;-201193
2038-04-19;-97737
1922-10-22;554309
1924-08-24;257845
2008-04-15;77488
1984-10-05;653336
1974-03-17;392303
2002-10-05;639260
1982-07-31;-773503
2039-04-11;-717452
2006-04-21;-926089
1980-06-14;572897
1955-07-16;530076
2062-06-19;-735705
1913-04-14;384745
1940-06-14;-748262
1950-12-12;697182
2008-01-27;955333
2006-02-24;-50639
1937-09-05;-748771
1940-11-29;-876077
1952-10-19;897455
1971-06-25;-11360
1976-11-29;921228
1973-05-23;-959076
2068-05-01;-941398
1926-03-07;84835
1983-08-10;516639
1941-08-17;570857
1998-05-07;-616903
2040-11-24;993388
1959-02-03;-830100
1942-10-06;-648356
2067-03-26;-134097
2012-05-15;-768108
1949-12-28;-908927
1907-06-09;-505879
1997-06-03;-544481
2041-03-18;156605
1922-01-30;50355
1975-08-12;-534280
1954-12-27;-519583
2007-10-09;329845
2030-11-19;814422
1963-01-30;-364638
1974-12-15;824177
2004-06-14;-800887
1985-03-31;-804880
1941-06-04;355752
2050-03-12;-81302
1978-10-01;-501124
1993-01-15;593985
2036-09-27;-941533
1965-06-06;520984
1945-12-07;-484950
2012-05-19;-60692
1948-06-17;-796311
2021-11-16;-902428
1936-08-23;548055
1928-12-13;-961780
1969-09-14;563998
1915-12-05;688908
1990-02-16;-699445
1917-07-02;-802367
2005-11-08;-561149
2046-03-30;-634169
2062-05-22;-386727
1963-11-29;543181
1999-01-18;-299396
2021-01-03;-292213
1998-05-13;-441285
1939-08-23;790081
2045-02-26;-399195
1939-08-08;148566
1950-01-19;-604890
1939-11-22;-229606
1952-08-14;-265319
2037-10-08;41079
1912-10-04;-687717
2021-08-17;229349
2024-10-13;142185
1934-08-15;-379899
2039-09-06;-611721
1934-01-27;255410
2042-02-07;944542
1963-11-15;-860992
2009-01-22;-202466
1979-01-26;-872477
1954-05-13;148443
2022-06-28;-905606
1999-04-08;-358490
2068-06-23;952862
2056-12-23;-957475
1986-06-17;-828733
1982-11-10;723575
2040-03-16;916896
1998-11-29;114054
1909-08-15;172459
1993-01-31;-365822
1996-02-07;-302886
1939-05-25;402784
1995-12-01;-834484
1950-02-03;385058
1915-03-30;672950
2070-04-30;-66997
1925-10-27;14560
2057-09-26;770068
2013-06-02;-510919
2064-11-06;-439010
1941-12-19;-727866
2019-05-14;-550331
2045-12-31;-892203
2001-05-03;-828872
2057-01-20;-912430
2019-11-18;-151850
2067-09-17;-441076
2043-06-27;365122
2006-09-02;-209458
2058-05-02;-644528
2012-03-01;612912
1991-12-10;123203
1994-03-03;700044
1965-06-26;45034
1946-11-05;-298832
1934-08-29;869119
1959-07-02;-726669
1950-01-03;170879
1933-06-24;-174570
2059-06-30;904389
1946-08-21;-982013
2052-06-09;-717280
1969-01-17;268555
1934-03-26;930664
2059-07-28;-288508
1990-12-26;-385438
1968-10-03;-438334
2063-03-24;762394
1974-12-04;442720
1927-09-12;-109316
2026-04-19;-985745
2037-03-16;746272
1940-02-08;-35411
2053-04-16;-945621
2042-05-31;-518550
2016-06-15;58328
2049-04-13;954681
2040-02-01;-885465
1948-03-16;-872044
2063-09-29;-165973
1916-09-14;669187
1920-10-15;-689972
1968-05-08;586319
2015-11-21;464341
2041-10-11;-504861
1960-08-18;-26219
2028-02-11;380281
2058-07-20;-809399
2053-09-01;256075
2003-06-09;14793
2061-05-03;468084
2034-02-11;-860097
2055-05-19;-125942
1944-10-12;661535
1975-01-15;521054
1978-10-03;292724
2051-06-18;221887
1902-02-24;-586947
1953-01-06;914464
1969-12-16;-856243
2047-04-22;-306987
2021-07-21;-852409
1962-06-25;-615414
2045-05-19;-478942
1909-10-02;637492
1979-10-20;-719742
1979-08-04;537315
1973-04-05;331417
1948-12-05;423011
1963-02-18;902046
1933-07-10;-786791
1935-12-08;484271
1923-10-04;478324
1965-07-22;-680007
1944-05-28;822122
1969-03-09;-744949
1943-02-02;921099
1999-07-09;-663392
1971-01-22;-357307
2040-03-07;100793
1988-08-15;895244
1960-06-14;273260
1990-10-18;-897898
2064-10-17;-119645
2038-08-19;148719
2027-12-18;-843716
2063-11-28;-166769
2016-12-18;495108
1950-10-30;-446408
1998-10-16;932557
1976-07-02;-513827
1950-04-24;393654
1917-04-04;632811
2034-11-13;-996116
1922-08-22;-860900
2023-12-12;-686583
2037-09-12;868912
2006-08-15;924123
2053-04-20;501732
2029-09-17;-60100
2009-06-16;903820
2018-05-20;369215
2022-03-17;-620731
2011-05-25;181591
1984-07-05;979591
1966-03-27;740348
1913-05-29;181225
2000-04-17;252226
1932-09-24;-755166
1950-06-30;-867453
2006-09-01;-208812
2068-07-25;-837012
1924-01-18;478325
2050-04-30;116695
2063-12-13;-682619
1901-11-23;-615492
1955-09-18;-895356
1905-01-09;-331908
1905-05-08;-161077
2064-04-19;905880
2012-11-17;920056
1948-10-21;546060
2052-02-22;40473
2052-09-15;-44649
1904-12-24;-324587
2068-03-03;56148
2054-07-31;277728
1924-02-26;-702750
2012-05-17;-955258
1963-11-03;-127695
2024-09-09;-935427
2036-06-12;313918
1982-12-09;-298855
1981-10-15;646088
2051-04-01;125069
2007-07-14;-808047
2016-11-25;-550766
1981-10-17;-20126
2070-08-30;-77051
1961-11-30;472027
2044-01-12;-163042
2042-04-08;5065
1994-11-02;-855047
2031-10-07;-829244
1923-11-07;638730
1909-11-07;380284
2013-06-24;-243567
1987-01-07;644294
2056-09-07;-73208
1951-12-29;-475217
1963-06-25;979755
2013-04-30;-345406
1971-12-04;293302
1916-04-09;300232
1994-07-11;-355554
1944-04-07;69687
2035-11-22;230888
2048-12-01;80000
2003-09-05;-302358
2018-03-24;418029
1948-11-20;-739878
2055-01-19;436945
2023-09-30;-820893
1955-04-21;316567
1957-11-30;77115
1904-04-30;-729488
2057-08-18;358539
1909-09-21;-999720
1962-06-11;705139
2030-04-24;-942603
2069-04-18;-604196
2042-07-01;88790
1969-03-02;139183
1913-03-29;-65818
2043-08-15;874016
1910-03-20;-496817
1954-06-08;585538
1944-04-16;791857
1951-07-25;-100790
2018-12-19;809280
1954-06-28;-921465
2059-05-23;241672
1971-07-23;-251613
2057-01-06;-967528
2058-10-15;-71479
1953-12-03;-519410
1994-02-03;-896713
2054-03-04;-808999
1967-08-17;-558961
1919-09-01;6435
1935-09-22;566538
1961-01-30;-846410
2005-02-25;383878
1906-04-26;534074
1972-12-23;37931
2010-10-01;356196
2051-01-17;-466040
2019-02-27;-319770
2048-06-14;-322712
1931-07-22;767581
1954-08-12;191012
1948-02-06;194518
2070-01-17;-911331
1908-10-29;-328566
2029-04-14;-936060
2000-06-01;610193
1974-01-07;656505
1950-09-22;829459
1982-09-03;-512809
1931-08-11;371483
1962-08-10;568535
1925-11-02;-634289
2021-05-12;551087
2027-04-28;223314
2068-06-03;-269542
1997-10-10;-470569
2054-09-23;275601
2064-03-02;545669
1987-08-02;978198
2053-12-24;333167
2028-10-18;-778311
1987-12-12;-660833
2047-09-20;38961
1974-11-07;430672
2056-09-26;396184
1917-05-19;555277
2019-09-16;-360109
2036-08-12;-2387
1959-02-22;657826
2063-11-15;716633
2033-02-18;60021
1925-05-01;688734
1925-08-30;-501502
2029-09-25;-306922
1998-10-26;408912
1981-03-06;402273
1970-01-12;477613
1979-10-09;-398100
1924-07-11;321471
2032-12-20;-646450
1943-09-24;-167167
1935-11-17;-108701
2020-10-23;893736
1995-04-16;228984
1933-06-06;-267029
2032-12-07;798462
2064-02-09;695788
1975-01-13;-244890
2028-05-18;860275
1900-07-19;-40036
1913-07-20;871876
2069-01-29;-300491
2062-04-12;742351
1976-03-23;-492590
1961-10-04;-367032
1901-07-15;850277
2044-11-27;185960
1997-10-08;776560
1989-06-26;64094
2065-11-12;-319054
2055-11-17;155518
1929-03-30;-994982
2044-09-08;-305165
1910-01-10;199427
2054-07-26;189788
1994-09-28;985423
1920-07-13;835234
1967-02-11;-739094
1905-01-04;-638479
1952-01-25;-805631
2016-03-17;410196
2069-03-29;625156
2055-06-23;885942
1903-09-11;-152281
1916-06-14;137208
1936-12-21;486098
1970-10-02;599124
1928-05-09;-288739
2028-03-23;-365246
1962-02-08;494622
1906-02-26;-932127
2010-06-17;939093
2044-11-20;482046
1960-10-18;1183
1948-06-30;572559
2067-04-27;-145319
1913-09-28;-439912
2002-04-09;627057
1965-03-22;865684
1963-12-09;-895146
2029-02-19;756401
2060-04-27;589316
2008-05-12;-467620
1927-11-07;-370634
1935-06-26;-852012
1938-10-17;134586
2039-08-05;175249
2007-04-22;-202836
1905-12-11;-821660
2004-08-05;-296531
1980-02-22;719469
1960-09-11;675002
1962-08-15;941419
2016-11-26;-694586
1986-03-17;712693
2067-04-14;771193
2053-09-03;-25054
1958-06-29;-798650
1916-06-19;-846387
1901-05-23;-612088
1925-05-31;-961393
1931-02-08;392371
1904-05-13;388759
1980-11-26;24068
1967-02-09;-859529
1928-09-15;-929722
1953-05-27;246525
2008-01-24;-281560
2036-05-02;649976
2019-11-04;-767788
2059-04-13;-174151
2068-08-18;122067
2040-03-11;525075
2048-01-15;-927223
1947-09-12;-735717
1945-11-22;955838
2036-03-09;-820933
2027-11-28;-874629
2035-04-02;-230696
2023-04-10;374341
2057-11-26;-464771
1966-07-21;-768812
1980-07-11;548549
2041-03-02;307251
1962-02-08;28393
1998-03-28;358758
2003-10-24;-604265
1911-03-06;965836
2008-10-31;694611
1953-02-11;-97394
1943-02-10;915438
1978-11-30;836891
1975-03-13;59762
1900-08-25;51778
1977-05-13;-929809
2043-09-26;851660
2069-12-23;-945674
2025-10-27;165181
1901-01-29;-268635
1959-08-10;913250
1954-07-19;757789
2034-09-08;947039
1998-11-09;-992438
2022-05-31;-302179
2058-02-09;143274
2063-10-30;-124964
2031-05-21;-950559
1980-04-04;918157
2008-02-05;-566931
1967-06-03;-887711
1995-11-28;-779444
1921-11-07;511711
2055-12-13;-821758
2022-11-01;638480
1998-08-02;585816
1923-01-22;-408084
2024-08-27;-609192
1968-11-06;-395075
1926-08-16;978808
1948-12-30;967554
1996-05-28;-728607
2028-02-25;774664
2053-09-11;-114804
2014-02-04;714607
1915-12-08;-483640
1949-07-02;32702
1928-05-23;919897
2032-10-05;111477
2040-01-13;-141519
1949-06-12;165984
2015-01-01;209953
1917-10-09;478263
2048-08-20;-665780
2027-08-04;615747
1982-02-17;-836550
2010-10-30;912608
2030-04-15;-470942
1949-09-26;742790
2020-12-12;986692
2049-07-05;556264
1964-02-25;376174
2008-01-11;-738317
2057-04-29;841282
2065-11-23;296046
1914-10-31;-339740
2026-06-02;426179
1909-04-21;404899
1946-09-02;-848699
1971-06-15;-986176
1963-10-16;274626
2067-02-15;357493
1929-02-08;-617939
1954-11-22;-123989
1927-01-01;-911490
1943-06-09;-828182
2030-06-08;311151
1902-11-29;419102
1964-01-03;366285
2047-08-09;542629
1992-11-20;-976235
1943-10-17;-924938
1978-10-26;921135
2057-11-13;763168
2043-08-31;848520
1913-05-11;-303647
2026-09-21;403910
1949-07-06;540354
1943-06-25;792052
2008-03-29;897575
2049-04-02;-584599
1973-10-16;357887
2046-12-13;641405
2023-02-03;-808904
2029-11-16;-683799
2017-04-11;234383
2003-04-21;504437
2018-04-26;184339
1934-02-10;-71858
2033-07-06;-523018
1908-07-29;-542556
1962-08-09;102311
2067-12-13;307528
1965-06-18;340767
2004-11-22;-764713
1901-04-15;729285
1903-12-24;987875
1934-09-04;844796
2067-11-29;842658
1988-04-22;-62557
1937-05-03;-596984
1978-03-25;170769
2055-02-04;-315925
1927-07-16;283449
1943-09-18;188554
1911-01-14;-395930
1955-06-07;-708353
2029-08-01;404230
1903-10-16;10146
1963-09-16;157498
1934-08-31;-827992
2044-04-12;-216950
2016-05-18;805783
1965-05-05;-459066
1976-03-08;-667012
2055-09-14;992878
1939-05-04;-165977
1947-06-07;759424
1932-07-16;-429618
1971-07-26;-399551
2032-05-13;879098
1969-06-30;-153809
2022-02-16;-562301
2018-04-03;-194465
1956-11-28;286101
1934-04-19;-127187
1936-06-30;173121
1999-08-12;103504
1944-04-09;849644
2064-08-21;-707001
1988-11-27;-520813
1960-05-01;-253679
1928-08-16;574916
1939-08-17;745014
1972-06-30;-372632
2056-12-14;-940729
1918-01-21;627161
1976-11-24;-967099
1916-12-31;329403
2056-05-28;384032
1962-08-09;414822
2064-10-10;-873076
2048-03-07;-118736
1978-12-09;-582975
1965-12-28;-378372
2038-02-09;-296561
2052-02-08;223783
1964-03-28;-299979
1995-11-18;131638
2057-02-14;-252
2037-11-15;-895297
1954-10-02;-129928
2058-07-03;761804
1981-08-03;-151253
1972-07-12;-849493
1967-01-01;206827
2028-01-29;548690
1960-07-17;526054
2025-02-20;284739
1994-08-19;603324
1917-12-10;-133449
1980-02-15;-609884
2023-07-18;425832
1925-10-05;-807178
1926-11-17;989389
2016-11-03;-807954
2028-01-17;370833
2058-01-17;-466508
2014-11-12;-727962
1939-02-22;-546648
2070-11-05;-667028
1985-02-27;907503
2068-01-23;-899336
1913-07-11;730919
2029-11-02;430113
2031-10-31;4527
2011-08-23;-195968
2019-02-27;-590712
1983-01-03;417182
2009-01-27;-644631
1941-09-30;-386409
1946-07-02;47011
2052-07-31;-952598
2009-12-02;-410880
2042-04-19;-138825
1903-11-19;-241936
1991-12-16;-817801
1948-02-12;720876
2024-02-16;131185
1905-12-27;213873
1985-11-03;705725
1949-02-05;366033
1996-06-27;-4545
2053-11-02;-640285
2050-07-02;-831008
1952-03-31;-568601
1976-08-17;-270518
2070-09-24;-846179
2044-05-29;-139648
1999-11-21;-880201
2022-05-22;208268
2021-04-02;-872327
1958-06-07;563864
1997-12-28;-286386
2021-12-02;952283
2032-08-27;45617
2037-12-24;201924
1949-10-20;606573
1937-10-05;686713
2000-02-02;24389
1961-02-25;54805
1943-07-04;-117070
2021-01-28;924650
2054-09-24;68912
1959-10-19;539642
1903-06-19;-244092
1920-02-28;-76553
1953-02-03;-66279
2068-02-02;-693589
1925-01-21;386313
2054-06-25;177542
1946-02-11;-885169
1950-02-08;139633
1949-09-25;91519
2035-11-22;-354370
1911-03-31;-496335
2045-12-29;361636
1902-08-02;26580
2034-01-21;-992173
2018-08-18;355476
2035-10-25;918403
1999-08-07;888409
1986-10-19;717636
2060-12-10;311547
1964-08-19;-119098
1969-02-02;-516273
2041-04-26;-339333
1972-08-01;-74810
1947-06-01;-968632
1956-05-28;-511525
1942-01-25;-206488
2053-06-28;718636
2028-02-24;-219
2062-04-07;-994734
2058-06-20;-387418
1908-05-28;603897
1998-08-05;-504782
2044-03-22;470543
1983-05-13;879734
2003-11-09;709680
1939-06-28;-857096
1902-02-26;34821
1947-06-25;613479
1989-10-20;293519
1990-11-22;-329430
1942-07-25;246330
2043-02-05;451466
2045-09-06;908922
2021-04-01;-994398
2044-12-21;-797869
1929-08-24;-94468
1993-04-29;-852121
2067-08-05;-955745
1934-01-16;793416
1907-10-11;-954139
1964-09-17;869987
1933-10-24;-973395
1902-09-02;961628
1992-05-08;-692503
2009-03-06;-6934
1941-11-04;-459757
1926-08-10;810706
1980-10-17;805136
2000-01-21;-794092
1973-08-01;948225
2024-11-03;420868
1955-07-06;535420
2059-12-24;-862979
1982-01-22;955988
2067-05-07;891030
1901-10-13;-733429
1954-07-22;-950769
2002-12-07;606866
1927-10-07;974330
1953-09-29;-871501
1989-03-16;821628
2021-11-18;781241
1962-01-02;955207
2041-07-04;257266
1974-05-14;844971
2022-07-26;221478
2019-08-18;918414
1945-01-09;-584189
2065-01-07;-279905
2056-07-22;-616570
2070-07-20;207766
1997-12-08;-850340
2023-02-03;797016
2066-06-07;646027
2001-02-19;-346370
1967-07-18;-747542
1907-03-19;-783437
1976-11-01;-249878
1981-06-14;-961726
2019-10-18;696886
1995-07-09;-615997
2052-01-11;417805
1968-05-21;-246674
1924-04-17;-376555
1925-06-14;-231360
1943-02-22;-396788
1911-09-06;91107
2050-06-08;977772
2060-04-01;72560
1929-04-20;993847
1998-04-16;-313851
1927-03-17;-987133
1958-01-28;-541178
1992-07-02;15177
2015-03-29;-315620
2068-12-25;367383
2070-08-14;720714
1974-03-10;-55463
1922-06-24;-759049
1925-12-27;161194
2044-03-15;641378
2048-12-29;668639
2008-12-13;815886
2056-04-17;87465
1902-08-03;369659
1946-01-28;688442
1916-10-30;-384327
2055-02-06;527398
1928-12-11;-28186
2007-01-01;-569365
1981-02-07;438402
2058-09-22;-382067
2017-07-27;-265091
2042-05-01;760502
1952-02-04;-300723
1916-03-16;814010
1940-05-31;502313
2038-09-25;-120191
2017-12-01;365953
1923-01-30;-471850
2055-12-20;-635828
1941-05-01;-27994
1953-01-13;846238
2010-07-06;-275977
1928-11-30;-495571
2028-04-23;70439
1938-01-15;512960
1906-01-28;-329581
1976-08-13;-645814
2061-03-13;-440462
1967-04-24;709077
2015-01-29;-664560
1939-03-13;668736
2056-12-29;-926969
2052-07-15;-507422
1907-05-05;-861495
1988-06-05;-275469
1939-04-16;160854
2030-02-19;-171613
2058-09-08;-283122
1905-05-22;-145555
2070-02-24;-309392
2020-11-21;-262797
1991-06-20;479502
2068-11-15;699046
2004-04-24;223218
1941-02-26;343843
1937-06-28;-230035
1917-05-01;915494
2027-03-22;-104304
1904-07-06;-550539
1941-05-26;-469272
2005-01-13;572667
1910-12-14;892745
2060-07-09;-700830
1912-12-03;-458258
1976-01-07;-193888
1975-03-23;-457351
1983-04-25;-711413
2049-02-16;-794539
1972-12-26;-841573
2024-02-04;-683871
1909-12-25;244695
1942-04-06;607686
1902-06-11;-888634
2056-05-16;-504626
2069-05-08;992328
1960-08-27;-637170
1991-10-12;75767
1952-12-23;577410
2066-11-13;-649230
1924-08-14;881650
1912-01-07;-109667
1947-02-08;105061
1975-12-12;278726
1914-09-12;74480
2039-01-21;459185
1913-03-28;-770256
2021-04-10;-92492
1967-10-31;-933783
2033-11-27;494155
1987-04-25;221667
2015-05-05;-821210
1963-09-24;171921
1917-09-19;234454
1993-07-31;-723987
2009-08-14;385313
1962-12-21;-906487
2065-10-17;556992
1904-03-13;-507309
1936-10-27;247454
1974-04-18;-126786
2043-08-18;304284
1912-03-26;651027
1983-06-06;-448589
1979-09-01;-142143
1928-06-03;-380286
2019-07-20;654420
1903-01-15;-82044
1944-03-12;802696
2069-01-16;48303
1941-10-15;235276
2015-07-14;705395
2068-09-09;-292668
2003-10-06;-891491
1937-10-06;-231173
1952-04-12;-870076
1953-07-27;65187
1954-05-22;174867
1977-03-03;-808506
1991-08-20;991677
2055-11-22;-345680
1980-10-12;657616
1927-05-12;740029
1975-11-24;316750
2017-01-19;523760
2061-06-02;-831147
1937-12-26;-901579
1993-04-11;518193
2050-11-02;-776536
1988-07-01;-592316
1932-01-02;-837663
2069-03-08;120508
2059-11-12;469958
1962-07-13;253627
1979-01-26;37730
2037-05-24;-900831
2046-07-19;-688063
1970-01-02;-948880
1970-03-26;-971645
1909-08-21;379027
1933-04-23;948235
1965-04-12;-448141
1927-06-21;-241308
2002-11-17;191977
1961-08-06;254262
1958-07-27;-132017
2041-11-12;-114781
2000-01-29;673672
2023-08-19;215777
1906-02-05;-320345
1950-10-08;696820
1977-04-19;337626
1983-11-05;764854
1989-04-21;955527
2008-02-01;32687
1963-07-07;-685486
2018-05-17;-430792
2004-02-12;737504
2031-09-02;509609
1904-02-16;-935231
2061-08-21;-599551
1951-01-11;-649910
1971-08-08;-75890
2019-12-27;742420
2042-05-31;583384
1962-05-24;891422
1985-10-21;-783443
1926-05-16;-411616
1939-04-25;308109
2056-12-15;-367458
1991-02-02;884843
1983-10-11;-712564
1988-11-18;-524778
1964-05-21;946053
2024-01-11;-488538
2038-03-01;-942885
1996-04-15;909341
1923-07-24;-594222
1998-05-17;-899316
1962-11-19;-165661
1992-12-26;-364858
1990-11-07;-718918
2043-01-15;225696
1965-06-10;-42405
1914-06-07;-823880
1960-08-05;-427212
1935-07-27;-643077
1990-03-27;-127575
2052-03-09;74111
1901-03-18;204815
1975-08-15;-834896
2063-05-10;-753250
2030-07-05;-194743
1976-08-08;-87235
2003-09-15;-110469
1977-09-20;777115
1916-11-20;157185
2022-10-14;-691465
1906-04-07;226258
1906-12-18;-883639
1989-07-28;-512786
2014-03-02;674524
1993-09-14;-984938
2010-06-25;693416
2003-06-23;152583
1916-06-09;143970
2033-03-10;63680
1903-07-25;160578
2000-04-03;-270691
2021-09-12;-865273
2050-01-28;-460155
2067-04-12;328614
1904-01-26;-994843
1968-08-16;7685
2024-01-13;136495
2058-08-16;-893557
2036-02-23;-907795
2056-09-27;-621367
1954-06-14;361562
2028-04-03;-836495
1985-06-29;603332
2060-12-01;190140
2061-02-03;948230
1907-01-27;-398235
2021-05-07;-926648
1931-10-12;-901404
2007-01-26;876652
2001-12-23;-64577
2030-05-01;-619556
2012-04-28;-279083
2028-09-11;-547988
2066-06-13;11261
1955-01-08;-88898
2006-01-15;-493475
1972-03-19;-660978
2011-09-16;-461526
2060-05-02;868652
1923-05-15;-79600
1953-04-11;-668096
1909-08-09;98951
1913-01-05;396488
2012-08-13;-463836
2018-08-06;-193026
1932-11-04;182852
2000-07-06;42657
1976-03-14;504549
1998-06-03;-290670
2053-09-24;-161555
1937-10-18;560827
1915-03-21;-30346
1955-07-16;422115
1989-03-01;4740
1990-09-12;313258
1990-05-28;-799414
1923-10-21;65514
1941-12-31;-537277
1933-05-02;327239
1940-04-22;208581
1907-01-04;-722566
2038-11-30;573877
2016-04-21;363258
1949-03-03;871081
1964-07-05;172879
1957-06-20;-557120
1966-12-21;314649
2012-02-16;-876647
1956-08-07;-468860
2012-10-16;870382
2013-10-25;552511
1991-09-25;699074
1929-11-21;-214049
1954-07-17;68630
2064-06-03;-926854
1952-11-29;86361
2028-08-14;-889577
2043-11-09;-563576
1928-10-22;-13961
2056-09-04;336198
2013-11-30;609123
2042-04-01;822417
1957-01-23;260405
1968-09-14;917578
1915-06-18;474753
2063-08-29;475741
1916-11-16;-154496
2050-12-21;-161510
1903-08-22;-241226
2050-05-07;-673407
1975-05-01;-9951
1915-05-23;560034
2054-01-22;-610311
1934-12-14;840343
2024-09-16;-856320
2070-07-22;-191544
1938-12-16;-462698
2041-02-13;-91554
1917-05-01;-775441
1968-01-23;-843081
1991-02-09;-836692
1906-11-26;451745
1951-09-12;-688775
1927-03-31;-857946
1941-02-12;-752543
1976-06-04;234097
1981-07-27;-622926
2008-03-15;930377
2005-12-17;182781
2000-07-03;469245
1951-02-16;126578
1955-05-05;936870
1973-12-27;-255906
1952-12-07;-276029
1962-01-12;890201
2027-10-04;-707136
2047-09-28;102318
1929-12-13;-667813
1922-11-05;-944898
1987-07-06;600321
1925-08-16;983959
2009-05-23;-565885
2068-07-08;533681
1905-05-06;-702526
2020-07-06;651547
2048-05-21;890588
1967-04-01;-830197
1928-03-13;51720
2040-08-20;-652809
2017-03-30;398111
1930-06-27;-762515
1929-09-11;-290181
1978-01-27;784192
1994-08-22;-404903
2044-09-08;119976
1985-07-25;172251
1998-01-06;408365
2055-07-25;83769
1985-11-19;-491238
2047-11-07;-237501
2043-12-16;732509
2070-06-26;934814
1987-10-17;-549256
1958-12-13;463808
2069-07-27;668817
2002-10-31;-679941
1932-10-23;-362562
2011-12-25;-524014
1963-10-31;98430
1954-12-10;-936124
1940-04-03;-685275
